drug1,drug2,similarity
DB00477,DB00252,0.548
DB01114,DB00252,0.207
DB00608,DB00252,0.503
DB00439,DB00252,0.284
DB00482,DB00252,0.224
DB00661,DB00252,0.585
DB00201,DB00252,0.688
DB00945,DB00252,0.528
DB01435,DB00252,0.574
DB00277,DB00252,0.646
DB00437,DB00252,0.594
DB00445,DB00252,0.208
DB00997,DB00252,0.208
DB00788,DB00252,0.424
DB00468,DB00252,0.833
DB00908,DB00252,0.833
DB00368,DB00252,0.364
DB00184,DB00252,0.287
DB00627,DB00252,0.156
DB01065,DB00252,0.204
DB00451,DB00252,0.586
DB00668,DB00252,0.357
DB01235,DB00252,0.322
DB00988,DB00252,0.45
DB00783,DB00252,0.28
DB00936,DB00252,0.353
DB00122,DB00252,0.16
DB00640,DB00252,0.333
DB03128,DB00252,0.367
DB00917,DB00252,0.213
DB01045,DB00252,0.65
DB01388,DB00252,0.155
DB01211,DB00252,0.31
DB00495,DB00252,0.219
DB00440,DB00252,0.173
DB00619,DB00252,0.228
DB00715,DB00252,0.355
DB00401,DB00252,0.15
DB00264,DB00252,0.342
DB00333,DB00252,0.368
DB00371,DB00252,0.21
DB01043,DB00252,0.208
DB00458,DB00252,0.48
DB01095,DB00252,0.179
DB00813,DB00252,0.415
DB00927,DB00252,0.171
DB01248,DB00252,0.151
DB00320,DB00252,0.183
DB00390,DB00252,0.827
DB01396,DB00252,0.292
DB01151,DB00252,0.426
DB00921,DB00252,0.221
DB00887,DB00252,0.268
DB01244,DB00252,0.151
DB00321,DB00252,0.505
DB01118,DB00252,0.721
DB00915,DB00252,0.216
DB00518,DB00252,0.174
DB00819,DB00252,0.782
DB04557,DB00252,0.291
DB00802,DB00252,0.151
DB00285,DB00252,0.272
DB01104,DB00252,0.328
DB00734,DB00252,0.342
DB01182,DB00252,0.595
DB01035,DB00252,0.859
DB03783,DB00252,0.436
DB00334,DB00252,0.313
DB01595,DB00252,0.553
DB01400,DB00252,0.17
DB00690,DB00252,0.192
DB00696,DB00252,0.196
DB01184,DB00252,0.154
DB00514,DB00252,0.464
DB01242,DB00252,0.234
DB00215,DB00252,0.298
DB01175,DB00252,0.298
DB00490,DB00252,0.283
DB01224,DB00252,0.272
DB00968,DB00252,0.635
DB00280,DB00252,0.7
DB01200,DB00252,0.21
DB00656,DB00252,0.172
DB01167,DB00252,0.39
DB00977,DB00252,0.171
DB01142,DB00252,0.188
DB00342,DB00252,0.294
DB00176,DB00252,0.274
DB01100,DB00252,0.259
DB01580,DB00252,0.152
DB01149,DB00252,0.215
DB00349,DB00252,0.688
DB00637,DB00252,0.274
DB01115,DB00252,0.636
DB00759,DB00564,0.21
DB00831,DB00564,0.314
DB01165,DB00564,0.259
DB00199,DB00564,0.506
DB00537,DB00564,0.293
DB01212,DB00564,0.174
DB00316,DB00564,0.58
DB00446,DB00564,0.229
DB00254,DB00564,0.208
DB00554,DB00564,0.263
DB00795,DB00564,0.341
DB00641,DB00564,0.273
DB01393,DB00564,0.386
DB00197,DB00564,0.553
DB01124,DB00564,0.322
DB00624,DB00564,0.299
DB00675,DB00564,0.218
DB01138,DB00564,0.153
DB00421,DB00564,0.157
DB00203,DB00564,0.23
DB00740,DB00564,0.311
DB00206,DB00564,0.195
DB00877,DB00564,0.302
DB00863,DB00564,0.461
DB00571,DB00564,0.555
DB03322,DB00564,0.555
DB01069,DB00564,0.27
DB00396,DB00564,0.371
DB00635,DB00564,0.313
DB00860,DB00564,0.344
DB00457,DB00564,0.151
DB00175,DB00564,0.151
DB00812,DB00564,0.238
DB01174,DB00564,0.971
DB01229,DB00564,0.179
DB01183,DB00564,0.241
DB00295,DB00564,0.479
DB00683,DB00564,0.516
DB01110,DB00564,0.182
DB00959,DB00564,0.388
DB00563,DB00564,0.357
DB00227,DB00564,0.177
DB00836,DB00564,0.172
DB00555,DB00564,0.98
DB01009,DB00564,0.388
DB01026,DB00564,0.456
DB01221,DB00564,0.346
DB00328,DB00564,0.281
DB00281,DB00564,0.703
DB01050,DB00564,0.65
DB00741,DB00564,0.446
DB00502,DB00564,0.736
DB01016,DB00564,0.183
DB01241,DB00564,0.479
DB00695,DB00564,0.271
DB00158,DB00564,0.474
DB00712,DB00564,0.205
DB00472,DB00564,0.731
DB00584,DB00564,0.209
DB00313,DB00564,0.991
DB01075,DB00564,0.38
DB00343,DB00564,0.351
DB00255,DB00564,0.258
DB00586,DB00564,0.655
DB00829,DB00564,0.91
DB00182,DB00564,0.377
DB00470,DB00564,0.24
DB00115,DB00564,0.216
DB00907,DB00564,0.604
DB00363,DB00564,0.7
DB00257,DB00564,0.174
DB00758,DB00564,0.219
DB00575,DB00564,0.544
DB00501,DB00564,0.388
DB00477,DB00564,0.525
DB01114,DB00564,0.155
DB00608,DB00564,0.151
DB00439,DB00564,0.298
DB00482,DB00564,0.273
DB00661,DB00564,0.514
DB00201,DB00564,0.674
DB00945,DB00564,0.433
DB01435,DB00564,0.451
DB00277,DB00564,0.526
DB00437,DB00564,0.744
DB00252,DB00564,0.991
DB00788,DB00564,0.577
DB00140,DB00564,0.164
DB00468,DB00564,0.388
DB00908,DB00564,0.388
DB00368,DB00564,0.481
DB00184,DB00564,0.348
DB01065,DB00564,0.258
DB00451,DB00564,0.548
DB00668,DB00564,0.153
DB01235,DB00564,0.427
DB00655,DB00564,0.272
DB00988,DB00564,0.631
DB00783,DB00564,0.298
DB00936,DB00564,0.23
DB00640,DB00564,0.372
DB03128,DB00564,0.312
DB00917,DB00564,0.234
DB01045,DB00564,0.764
DB01211,DB00564,0.449
DB00495,DB00564,0.208
DB00440,DB00564,0.385
DB01037,DB00564,0.287
DB00715,DB00564,0.65
DB01059,DB00564,0.187
DB00264,DB00564,0.388
DB00333,DB00564,0.386
DB00371,DB00564,0.219
DB01043,DB00564,0.352
DB00458,DB00564,0.741
DB00623,DB00564,0.298
DB00813,DB00564,0.295
DB00927,DB00564,0.156
DB00320,DB00564,0.15
DB00390,DB00564,0.592
DB01396,DB00564,0.153
DB01151,DB00564,0.546
DB00921,DB00564,0.27
DB00321,DB00564,0.687
DB01118,DB00564,0.387
DB00915,DB00564,0.33
DB00819,DB00564,0.692
DB00382,DB00564,0.257
DB01577,DB00564,0.349
DB04557,DB00564,0.292
DB00802,DB00564,0.152
DB00285,DB00564,0.679
DB01104,DB00564,0.669
DB00734,DB00564,0.668
DB01182,DB00564,0.153
DB01035,DB00564,0.3
DB03783,DB00564,0.172
DB00334,DB00564,0.723
DB01595,DB00564,0.344
DB00704,DB00564,0.335
DB00690,DB00564,0.155
DB00696,DB00564,0.274
DB01184,DB00564,0.176
DB00514,DB00564,0.416
DB01242,DB00564,0.492
DB00215,DB00564,0.529
DB01175,DB00564,0.529
DB00490,DB00564,0.554
DB00669,DB00564,0.284
DB01224,DB00564,0.655
DB00968,DB00564,0.174
DB00280,DB00564,0.242
DB01200,DB00564,0.378
DB01193,DB00564,0.15
DB00656,DB00564,0.493
DB01167,DB00564,0.376
DB00977,DB00564,0.373
DB01142,DB00564,0.359
DB00342,DB00564,0.26
DB00176,DB00564,0.505
DB01100,DB00564,0.38
DB00726,DB00564,0.369
DB01149,DB00564,0.355
DB00934,DB00564,0.274
DB00349,DB00564,0.741
DB00810,DB00564,0.351
DB00637,DB00564,0.234
DB00344,DB00564,0.155
DB00672,DB00564,0.176
DB00759,DB00695,0.257
DB00831,DB00695,0.157
DB01165,DB00695,0.208
DB00199,DB00695,0.167
DB00537,DB00695,0.209
DB01212,DB00695,0.31
DB01327,DB00695,0.182
DB00564,DB00695,0.271
DB00316,DB00695,0.343
DB00254,DB00695,0.23
DB00554,DB00695,0.218
DB00795,DB00695,0.218
DB00559,DB00695,0.209
DB00412,DB00695,0.153
DB00641,DB00695,0.329
DB00594,DB00695,0.934
DB00541,DB00695,0.154
DB00177,DB00695,0.326
DB00523,DB00695,0.303
DB00755,DB00695,0.303
DB01124,DB00695,0.231
DB00624,DB00695,0.194
DB00675,DB00695,0.151
DB00605,DB00695,0.288
DB01138,DB00695,0.208
DB00428,DB00695,0.172
DB00421,DB00695,0.921
DB00203,DB00695,0.274
DB00533,DB00695,0.15
DB00206,DB00695,0.274
DB00877,DB00695,0.155
DB00863,DB00695,0.386
DB00571,DB00695,0.621
DB03322,DB00695,0.621
DB00396,DB00695,0.264
DB01032,DB00695,0.765
DB00635,DB00695,0.546
DB00860,DB00695,0.466
DB00457,DB00695,0.458
DB00175,DB00695,0.311
DB01132,DB00695,0.232
DB00812,DB00695,0.33
DB01174,DB00695,0.394
DB01229,DB00695,0.227
DB01092,DB00695,0.901
DB01054,DB00695,0.152
DB01183,DB00695,0.229
DB00295,DB00695,0.432
DB00683,DB00695,0.386
DB00959,DB00695,0.603
DB00563,DB00695,0.566
DB00814,DB00695,0.153
DB00678,DB00695,0.571
DB01009,DB00695,0.231
DB01026,DB00695,0.152
DB01221,DB00695,0.214
DB00328,DB00695,0.762
DB00281,DB00695,0.33
DB01050,DB00695,0.432
DB00741,DB00695,0.572
DB01016,DB00695,0.299
DB01241,DB00695,0.184
DB00158,DB00695,0.308
DB00472,DB00695,0.156
DB00544,DB00695,0.179
DB00773,DB00695,0.175
DB00903,DB00695,0.933
DB00584,DB00695,0.712
DB00313,DB00695,0.216
DB01075,DB00695,0.3
DB00343,DB00695,0.344
DB00255,DB00695,0.375
DB00586,DB00695,0.371
DB00829,DB00695,0.479
DB00443,DB00695,0.151
DB01234,DB00695,0.151
DB01394,DB00695,0.312
DB00907,DB00695,0.157
DB00758,DB00695,0.396
DB00575,DB00695,0.506
DB00501,DB00695,0.396
DB00477,DB00695,0.23
DB00608,DB00695,0.559
DB00439,DB00695,0.388
DB00482,DB00695,0.157
DB00661,DB00695,0.388
DB00201,DB00695,0.287
DB00542,DB00695,0.377
DB00945,DB00695,0.574
DB00277,DB00695,0.512
DB00437,DB00695,0.344
DB00252,DB00695,0.386
DB00445,DB00695,0.312
DB00997,DB00695,0.312
DB00788,DB00695,0.274
DB00468,DB00695,0.453
DB00908,DB00695,0.453
DB00368,DB00695,0.568
DB00184,DB00695,0.255
DB00627,DB00695,0.15
DB00134,DB00695,0.268
DB00451,DB00695,0.41
DB00668,DB00695,0.538
DB01235,DB00695,0.191
DB00988,DB00695,0.553
DB00783,DB00695,0.167
DB00936,DB00695,0.382
DB00122,DB00695,0.412
DB01103,DB00695,0.273
DB00640,DB00695,0.39
DB03128,DB00695,0.342
DB00917,DB00695,0.512
DB01045,DB00695,0.21
DB01098,DB00695,0.155
DB00811,DB00695,0.169
DB00264,DB00695,0.579
DB00813,DB00695,0.574
DB00320,DB00695,0.195
DB00390,DB00695,0.769
DB01396,DB00695,0.398
DB00861,DB00695,0.376
DB01136,DB00695,0.529
DB00887,DB00695,0.986
DB00321,DB00695,0.153
DB01118,DB00695,0.66
DB00819,DB00695,0.854
DB04557,DB00695,0.401
DB01104,DB00695,0.173
DB01035,DB00695,0.413
DB01400,DB00695,0.215
DB00966,DB00695,0.208
DB00790,DB00695,0.259
DB00519,DB00695,0.195
DB00178,DB00695,0.514
DB01337,DB00695,0.21
DB00211,DB00695,0.188
DB00968,DB00695,0.467
DB00590,DB00695,0.57
DB01200,DB00695,0.154
DB00500,DB00695,0.218
DB01167,DB00695,0.27
DB00332,DB00695,0.187
DB01115,DB00695,0.176
DB00845,DB00695,0.156
DB00759,DB00936,0.382
DB00199,DB00936,0.226
DB00537,DB00936,0.258
DB00564,DB00936,0.23
DB00316,DB00936,0.554
DB00446,DB00936,0.376
DB00554,DB00936,0.65
DB00795,DB00936,0.401
DB04216,DB00936,0.395
DB00523,DB00936,0.694
DB00755,DB00936,0.694
DB01124,DB00936,0.195
DB00605,DB00936,0.573
DB01138,DB00936,0.397
DB00428,DB00936,0.161
DB00533,DB00936,0.399
DB00206,DB00936,0.176
DB00863,DB00936,0.151
DB00571,DB00936,0.212
DB03322,DB00936,0.212
DB00396,DB00936,0.212
DB01032,DB00936,0.573
DB00635,DB00936,0.172
DB00860,DB00936,0.177
DB00812,DB00936,0.527
DB01174,DB00936,0.443
DB01229,DB00936,0.171
DB01092,DB00936,0.209
DB00295,DB00936,0.348
DB00563,DB00936,0.321
DB00814,DB00936,0.383
DB01009,DB00936,0.541
DB01221,DB00936,0.151
DB00328,DB00936,0.734
DB00281,DB00936,0.272
DB01050,DB00936,0.823
DB00741,DB00936,0.279
DB01241,DB00936,0.152
DB00695,DB00936,0.382
DB00158,DB00936,0.268
DB00712,DB00936,0.474
DB00544,DB00936,0.208
DB00749,DB00936,0.356
DB00313,DB00936,0.28
DB01075,DB00936,0.15
DB00255,DB00936,0.231
DB00586,DB00936,0.615
DB00829,DB00936,0.28
DB00115,DB00936,0.291
DB01394,DB00936,0.15
DB00907,DB00936,0.192
DB00758,DB00936,0.194
DB00501,DB00936,0.323
DB00477,DB00936,0.323
DB00608,DB00936,0.285
DB00439,DB00936,0.275
DB00482,DB00936,0.529
DB00661,DB00936,0.194
DB00201,DB00936,0.47
DB00945,DB00936,0.996
DB01435,DB00936,0.41
DB00277,DB00936,0.356
DB00437,DB00936,0.286
DB00252,DB00936,0.353
DB00788,DB00936,0.628
DB00140,DB00936,0.208
DB00468,DB00936,0.404
DB00908,DB00936,0.404
DB00368,DB00936,0.157
DB00184,DB00936,0.239
DB00627,DB00936,0.273
DB01065,DB00936,0.15
DB00134,DB00936,0.426
DB00451,DB00936,0.208
DB00668,DB00936,0.21
DB01235,DB00936,0.248
DB00988,DB00936,0.361
DB00122,DB00936,0.208
DB00640,DB00936,0.378
DB03128,DB00936,0.218
DB00917,DB00936,0.479
DB01045,DB00936,0.312
DB00495,DB00936,0.198
DB00440,DB00936,0.151
DB01059,DB00936,0.244
DB00458,DB00936,0.185
DB00390,DB00936,0.277
DB01396,DB00936,0.153
DB00861,DB00936,0.818
DB00819,DB00936,0.157
DB01577,DB00936,0.52
DB04557,DB00936,0.553
DB03783,DB00936,0.344
DB00696,DB00936,0.235
DB00500,DB00936,0.61
DB00759,DB00437,0.248
DB01165,DB00437,0.177
DB00199,DB00437,0.153
DB00537,DB00437,0.176
DB01212,DB00437,0.15
DB00564,DB00437,0.744
DB00316,DB00437,0.38
DB00254,DB00437,0.172
DB00795,DB00437,0.351
DB04216,DB00437,0.21
DB00641,DB00437,0.233
DB00541,DB00437,0.454
DB00523,DB00437,0.172
DB00755,DB00437,0.172
DB00624,DB00437,0.198
DB01138,DB00437,0.707
DB00428,DB00437,0.233
DB00421,DB00437,0.219
DB00877,DB00437,0.172
DB00863,DB00437,0.196
DB00571,DB00437,0.151
DB03322,DB00437,0.151
DB00396,DB00437,0.375
DB01032,DB00437,0.828
DB00635,DB00437,0.465
DB00860,DB00437,0.388
DB00812,DB00437,0.21
DB01174,DB00437,0.482
DB01229,DB00437,0.17
DB00959,DB00437,0.474
DB00563,DB00437,0.448
DB00678,DB00437,0.532
DB00555,DB00437,0.53
DB01026,DB00437,0.383
DB00328,DB00437,0.701
DB00281,DB00437,0.15
DB01050,DB00437,0.518
DB00741,DB00437,0.273
DB00695,DB00437,0.344
DB00158,DB00437,0.218
DB00472,DB00437,0.323
DB00544,DB00437,0.392
DB00773,DB00437,0.23
DB00584,DB00437,0.171
DB00313,DB00437,0.311
DB01075,DB00437,0.155
DB00343,DB00437,0.307
DB00255,DB00437,0.193
DB00586,DB00437,0.271
DB01394,DB00437,0.803
DB00758,DB00437,0.155
DB00501,DB00437,0.284
DB00477,DB00437,0.292
DB00608,DB00437,0.151
DB00439,DB00437,0.411
DB00482,DB00437,0.169
DB00661,DB00437,0.33
DB00201,DB00437,0.23
DB00945,DB00437,0.453
DB01435,DB00437,0.165
DB00277,DB00437,0.374
DB00252,DB00437,0.594
DB00445,DB00437,0.319
DB00997,DB00437,0.319
DB00788,DB00437,0.55
DB00468,DB00437,0.258
DB00908,DB00437,0.258
DB00368,DB00437,0.256
DB01065,DB00437,0.23
DB00134,DB00437,0.327
DB00451,DB00437,0.176
DB00988,DB00437,0.196
DB00987,DB00437,0.299
DB00783,DB00437,0.217
DB00936,DB00437,0.286
DB01103,DB00437,0.295
DB00640,DB00437,0.49
DB03128,DB00437,0.346
DB00917,DB00437,0.287
DB01045,DB00437,0.17
DB01098,DB00437,0.154
DB00495,DB00437,0.258
DB00440,DB00437,0.15
DB00619,DB00437,0.271
DB00811,DB00437,0.151
DB01204,DB00437,0.203
DB00264,DB00437,0.156
DB01177,DB00437,0.176
DB00390,DB00437,0.197
DB00694,DB00437,0.316
DB01136,DB00437,0.167
DB01118,DB00437,0.262
DB00819,DB00437,0.186
DB00242,DB00437,0.151
DB01577,DB00437,0.402
DB04557,DB00437,0.305
DB00178,DB00437,0.177
DB00590,DB00437,0.173
DB01167,DB00437,0.4
DB00759,DB01174,0.168
DB00199,DB01174,0.57
DB01212,DB01174,0.151
DB00564,DB01174,0.971
DB00316,DB01174,0.672
DB00446,DB01174,0.377
DB00554,DB01174,0.151
DB00795,DB01174,0.23
DB04216,DB01174,0.171
DB00412,DB01174,0.155
DB00641,DB01174,0.256
DB00594,DB01174,0.29
DB00197,DB01174,0.663
DB00523,DB01174,0.37
DB00755,DB01174,0.37
DB01124,DB01174,0.55
DB00624,DB01174,0.642
DB00675,DB01174,0.262
DB01138,DB01174,0.15
DB00428,DB01174,0.161
DB00421,DB01174,0.403
DB00740,DB01174,0.251
DB00206,DB01174,0.316
DB00863,DB01174,0.335
DB00571,DB01174,0.566
DB03322,DB01174,0.566
DB01069,DB01174,0.328
DB00396,DB01174,0.543
DB01032,DB01174,0.479
DB00635,DB01174,0.23
DB00860,DB01174,0.27
DB00457,DB01174,0.239
DB00175,DB01174,0.165
DB00812,DB01174,0.33
DB01229,DB01174,0.201
DB01092,DB01174,0.263
DB01183,DB01174,0.274
DB00295,DB01174,0.636
DB00683,DB01174,0.752
DB01110,DB01174,0.205
DB01011,DB01174,0.82
DB00959,DB01174,0.342
DB00563,DB01174,0.419
DB00227,DB01174,0.264
DB00555,DB01174,0.932
DB01026,DB01174,0.437
DB01221,DB01174,0.531
DB00328,DB01174,0.339
DB00281,DB01174,0.46
DB01050,DB01174,0.301
DB00741,DB01174,0.438
DB00502,DB01174,0.36
DB00695,DB01174,0.394
DB00158,DB01174,0.299
DB00472,DB01174,0.274
DB00544,DB01174,0.236
DB00773,DB01174,0.189
DB00749,DB01174,0.359
DB00903,DB01174,0.26
DB00313,DB01174,0.933
DB01075,DB01174,0.35
DB00343,DB01174,0.209
DB00255,DB01174,0.494
DB00586,DB01174,0.339
DB00829,DB01174,0.943
DB00182,DB01174,0.449
DB00470,DB01174,0.306
DB00907,DB01174,0.516
DB00363,DB01174,0.366
DB00257,DB01174,0.469
DB00758,DB01174,0.16
DB00575,DB01174,0.444
DB00501,DB01174,0.567
DB00477,DB01174,0.567
DB00608,DB01174,0.276
DB00439,DB01174,0.212
DB00661,DB01174,0.657
DB00201,DB01174,0.523
DB00945,DB01174,0.272
DB01435,DB01174,0.647
DB00277,DB01174,0.623
DB00437,DB01174,0.482
DB00252,DB01174,0.973
DB00445,DB01174,0.151
DB00997,DB01174,0.151
DB00788,DB01174,0.171
DB00468,DB01174,0.582
DB00908,DB01174,0.582
DB00368,DB01174,0.309
DB00184,DB01174,0.495
DB00627,DB01174,0.173
DB01065,DB01174,0.411
DB00134,DB01174,0.262
DB00451,DB01174,0.476
DB00668,DB01174,0.181
DB01235,DB01174,0.161
DB00655,DB01174,0.184
DB00988,DB01174,0.274
DB00783,DB01174,0.467
DB00936,DB01174,0.443
DB00122,DB01174,0.375
DB00640,DB01174,0.341
DB03128,DB01174,0.185
DB00917,DB01174,0.188
DB01045,DB01174,0.881
DB01211,DB01174,0.173
DB01586,DB01174,0.189
DB00715,DB01174,0.218
DB00333,DB01174,0.462
DB00371,DB01174,0.44
DB01043,DB01174,0.312
DB00458,DB01174,0.441
DB00813,DB01174,0.238
DB01248,DB01174,0.16
DB00390,DB01174,0.51
DB01396,DB01174,0.341
DB00861,DB01174,0.316
DB01151,DB01174,0.21
DB00921,DB01174,0.26
DB00887,DB01174,0.388
DB00321,DB01174,0.463
DB01118,DB01174,0.273
DB00915,DB01174,0.158
DB00819,DB01174,0.36
DB04557,DB01174,0.378
DB00285,DB01174,0.171
DB01104,DB01174,0.208
DB00734,DB01174,0.21
DB01035,DB01174,0.362
DB03783,DB01174,0.531
DB00334,DB01174,0.186
DB01595,DB01174,0.62
DB00690,DB01174,0.655
DB00696,DB01174,0.152
DB00514,DB01174,0.455
DB01242,DB01174,0.176
DB00490,DB01174,0.265
DB01224,DB01174,0.15
DB00211,DB01174,0.34
DB00968,DB01174,0.194
DB00280,DB01174,0.168
DB00656,DB01174,0.15
DB00500,DB01174,0.178
DB01167,DB01174,0.258
DB00977,DB01174,0.385
DB01142,DB01174,0.195
DB00342,DB01174,0.153
DB00176,DB01174,0.172
DB01100,DB01174,0.151
DB00349,DB01174,0.748
DB00810,DB01174,0.154
DB00637,DB01174,0.157
DB00759,DB00812,0.158
DB00564,DB00812,0.238
DB00316,DB00812,0.415
DB00446,DB00812,0.23
DB00554,DB00812,0.58
DB00795,DB00812,0.239
DB01124,DB00812,0.388
DB00605,DB00812,0.41
DB01138,DB00812,0.884
DB00533,DB00812,0.151
DB00206,DB00812,0.169
DB00571,DB00812,0.185
DB03322,DB00812,0.185
DB01032,DB00812,0.643
DB00635,DB00812,0.298
DB00860,DB00812,0.312
DB01174,DB00812,0.33
DB00295,DB00812,0.209
DB00959,DB00812,0.155
DB00563,DB00812,0.206
DB00814,DB00812,0.299
DB01009,DB00812,0.606
DB00328,DB00812,0.772
DB00281,DB00812,0.151
DB01050,DB00812,0.663
DB00695,DB00812,0.33
DB00712,DB00812,0.468
DB00749,DB00812,0.272
DB00903,DB00812,0.178
DB00313,DB00812,0.168
DB01075,DB00812,0.167
DB00586,DB00812,0.578
DB00829,DB00812,0.355
DB01394,DB00812,0.218
DB00907,DB00812,0.16
DB00501,DB00812,0.284
DB00477,DB00812,0.328
DB01114,DB00812,0.196
DB00608,DB00812,0.217
DB00482,DB00812,0.23
DB00201,DB00812,0.171
DB00945,DB00812,0.712
DB01435,DB00812,0.515
DB00277,DB00812,0.347
DB00437,DB00812,0.21
DB00252,DB00812,0.403
DB00788,DB00812,0.652
DB00468,DB00812,0.213
DB00908,DB00812,0.213
DB00627,DB00812,0.505
DB00451,DB00812,0.15
DB00936,DB00812,0.527
DB00917,DB00812,0.295
DB01045,DB00812,0.218
DB00570,DB00812,0.17
DB00458,DB00812,0.214
DB00390,DB00812,0.177
DB01396,DB00812,0.217
DB00861,DB00812,0.388
DB04557,DB00812,0.415
DB01035,DB00812,0.153
DB03783,DB00812,0.404
DB00968,DB00812,0.151
DB00500,DB00812,0.595
DB00759,DB00863,0.392
DB01165,DB00863,0.258
DB00199,DB00863,0.394
DB00537,DB00863,0.24
DB01212,DB00863,0.23
DB01327,DB00863,0.151
DB00564,DB00863,0.461
DB00316,DB00863,0.466
DB00254,DB00863,0.162
DB00554,DB00863,0.349
DB00795,DB00863,0.258
DB00641,DB00863,0.211
DB01393,DB00863,0.15
DB00605,DB00863,0.446
DB00421,DB00863,0.153
DB00533,DB00863,0.197
DB00571,DB00863,0.325
DB03322,DB00863,0.325
DB01069,DB00863,0.594
DB01032,DB00863,0.355
DB00635,DB00863,0.322
DB00860,DB00863,0.341
DB00457,DB00863,0.172
DB01174,DB00863,0.335
DB01229,DB00863,0.396
DB01092,DB00863,0.162
DB01183,DB00863,0.212
DB00295,DB00863,0.459
DB00471,DB00863,0.273
DB00683,DB00863,0.671
DB00959,DB00863,0.387
DB00563,DB00863,0.257
DB00814,DB00863,0.218
DB00836,DB00863,0.195
DB01009,DB00863,0.203
DB01026,DB00863,0.33
DB01221,DB00863,0.215
DB00328,DB00863,0.501
DB00281,DB00863,0.449
DB01050,DB00863,0.571
DB00741,DB00863,0.161
DB00502,DB00863,0.154
DB01016,DB00863,0.217
DB00695,DB00863,0.386
DB00158,DB00863,0.166
DB00472,DB00863,0.271
DB00544,DB00863,0.217
DB00584,DB00863,0.185
DB00313,DB00863,0.171
DB01075,DB00863,0.732
DB00343,DB00863,0.23
DB00255,DB00863,0.154
DB00586,DB00863,0.509
DB00829,DB00863,0.47
DB00182,DB00863,0.198
DB00758,DB00863,0.343
DB00575,DB00863,0.268
DB00501,DB00863,0.973
DB00477,DB00863,0.383
DB01114,DB00863,0.651
DB00482,DB00863,0.451
DB00661,DB00863,0.23
DB00201,DB00863,0.31
DB00945,DB00863,0.529
DB01435,DB00863,0.478
DB00277,DB00863,0.401
DB00437,DB00863,0.196
DB00252,DB00863,0.388
DB00445,DB00863,0.217
DB00997,DB00863,0.217
DB00788,DB00863,0.353
DB00468,DB00863,0.394
DB00908,DB00863,0.394
DB00368,DB00863,0.236
DB00451,DB00863,0.151
DB00668,DB00863,0.388
DB00988,DB00863,0.231
DB00936,DB00863,0.151
DB03128,DB00863,0.381
DB00917,DB00863,0.334
DB01045,DB00863,0.209
DB01211,DB00863,0.505
DB00361,DB00863,0.17
DB00440,DB00863,0.21
DB00715,DB00863,0.214
DB00264,DB00863,0.358
DB00458,DB00863,0.202
DB00813,DB00863,0.579
DB00927,DB00863,0.983
DB01248,DB00863,0.235
DB00390,DB00863,0.373
DB00321,DB00863,0.2
DB01118,DB00863,0.207
DB04557,DB00863,0.245
DB00802,DB00863,0.178
DB00285,DB00863,0.152
DB01104,DB00863,0.203
DB01035,DB00863,0.439
DB00334,DB00863,0.152
DB01400,DB00863,0.505
DB01184,DB00863,0.404
DB00215,DB00863,0.156
DB01175,DB00863,0.156
DB01337,DB00863,0.151
DB00968,DB00863,0.18
DB00656,DB00863,0.178
DB01167,DB00863,0.206
DB01142,DB00863,0.234
DB00342,DB00863,0.546
DB00455,DB00863,0.354
DB00332,DB00863,0.151
DB00967,DB00863,0.184
DB00726,DB00863,0.209
DB00637,DB00863,0.227
DB00759,DB00795,0.217
DB00199,DB00795,0.15
DB00537,DB00795,0.218
DB00564,DB00795,0.341
DB00316,DB00795,0.297
DB00254,DB00795,0.179
DB00554,DB00795,0.273
DB04216,DB00795,0.222
DB00641,DB00795,0.162
DB00605,DB00795,0.273
DB00533,DB00795,0.216
DB00863,DB00795,0.258
DB00396,DB00795,0.164
DB00635,DB00795,0.737
DB00860,DB00795,0.74
DB00812,DB00795,0.239
DB01174,DB00795,0.23
DB00471,DB00795,0.179
DB00959,DB00795,0.528
DB00563,DB00795,0.901
DB00814,DB00795,0.3
DB00836,DB00795,0.274
DB00555,DB00795,0.156
DB01009,DB00795,0.172
DB00328,DB00795,0.449
DB01050,DB00795,0.385
DB00741,DB00795,0.15
DB00695,DB00795,0.218
DB00158,DB00795,0.468
DB00712,DB00795,0.215
DB00313,DB00795,0.153
DB01075,DB00795,0.178
DB00255,DB00795,0.15
DB00586,DB00795,0.388
DB01394,DB00795,0.384
DB00501,DB00795,0.177
DB00608,DB00795,0.48
DB00439,DB00795,0.325
DB00482,DB00795,0.342
DB00945,DB00795,0.389
